"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5834","test_affairs_process_nextfail3","Tests.test_system","Sat Mar 21 05:30:13 CST 2026","passed","Sat Mar 21 05:30:19 CST 2026","TestAffairsPage","test_affairs","",""
"","13056","test_role_cancel","Tests.test_system","Sat Mar 21 06:01:28 CST 2026","passed","Sat Mar 21 06:01:41 CST 2026","TestRolePage","test_role","",""
"","9090","test_materialBuyer_editcodesuccess2","Tests.test_material","Sat Mar 21 03:31:32 CST 2026","passed","Sat Mar 21 03:31:41 CST 2026","TestItemPage","test_materialBuyer","",""
"","12732","test_materialBuyer_delsuccess2","Tests.test_material","Sat Mar 21 03:32:14 CST 2026","passed","Sat Mar 21 03:32:27 CST 2026","TestItemPage","test_materialBuyer","",""
"","26967","test_unpickedMaterialDetails_selectnodatasuccess","Tests.test_material","Sat Mar 21 04:29:16 CST 2026","passed","Sat Mar 21 04:29:43 CST 2026","TestItemPage","test_unpickedMaterialDetails","",""
"","12737","test_materialVendorQuota_select3","Tests.test_material","Sat Mar 21 03:07:36 CST 2026","passed","Sat Mar 21 03:07:48 CST 2026","TestItemPage","test_materialVendorQuota","",""
"","8066","test_personal_search_open","Tests.test_items","Sat Mar 21 02:12:12 CST 2026","passed","Sat Mar 21 02:12:20 CST 2026","TestPersonalPage","test_personal","",""
"","13852","test_customer_clear","Tests.test_items","Fri Mar 20 21:17:58 CST 2026","passed","Fri Mar 20 21:18:12 CST 2026","TestCustomerPage","test_customer","",""
"","14389","test_psi_addsuccess","Tests.test_system","Sat Mar 21 05:41:12 CST 2026","passed","Sat Mar 21 05:41:26 CST 2026","TestPSIPage","test_psi","",""
"","17392","test_setting_label_repeat","Tests.test_items","Sat Mar 21 01:52:49 CST 2026","passed","Sat Mar 21 01:53:06 CST 2026","TestSettingPage","test_setting","",""
"","4720","test_materialShift_shift","Tests.test_material","Sat Mar 21 03:22:08 CST 2026","passed","Sat Mar 21 03:22:13 CST 2026","TestItemPage","test_materialShift","",""
"","19789","test_materialControlSupplyDefinition_select4","Tests.test_material","Sat Mar 21 04:45:09 CST 2026","passed","Sat Mar 21 04:45:29 CST 2026","TestSMaterialControlSupplyDefinitionPage","test_materialControlSupplyDefinition","",""
"","27547","test_warehouselocation_selectcodesuccess","Tests.test_material","Sat Mar 21 02:25:19 CST 2026","passed","Sat Mar 21 02:25:47 CST 2026","TestItemPage","test_warehouseLocation","",""
"","8964","test_customer_addsel","Tests.test_items","Fri Mar 20 21:12:22 CST 2026","passed","Fri Mar 20 21:12:31 CST 2026","TestCustomerPage","test_customer","",""
